id,path,label_fake,label_real
IFNOFNNF,./train/IFNOFNNF.ogg,1.0,0.0
SZEHFVVM,./train/SZEHFVVM.ogg,1.0,0.0
VTAEBIKP,./train/VTAEBIKP.ogg,1.0,0.0
TGRGRIYH,./train/TGRGRIYH.ogg,1.0,0.0
PRMXZLBL,./train/PRMXZLBL.ogg,0.0,1.0
RBEIDMJC,./train/RBEIDMJC.ogg,1.0,0.0
YDLASOVB,./train/YDLASOVB.ogg,1.0,0.0
NLRHIXDZ,./train/NLRHIXDZ.ogg,0.0,1.0
IAHDCXUC,./train/IAHDCXUC.ogg,1.0,0.0
CLBUCOPD,./train/CLBUCOPD.ogg,0.0,1.0
MUKYZDCN,./train/MUKYZDCN.ogg,0.0,1.0
WQNGTUCZ,./train/WQNGTUCZ.ogg,0.0,1.0
UWKFIUXR,./train/UWKFIUXR.ogg,1.0,0.0
BDEZLINW,./train/BDEZLINW.ogg,0.0,1.0
RYGKDIBL,./train/RYGKDIBL.ogg,0.0,1.0
GHRXEGFX,./train/GHRXEGFX.ogg,0.0,1.0
LUFNOVBQ,./train/LUFNOVBQ.ogg,1.0,0.0
SUTURTHR,./train/SUTURTHR.ogg,1.0,0.0
VKKGAQRP,./train/VKKGAQRP.ogg,1.0,0.0
RNZGKJHM,./train/RNZGKJHM.ogg,0.0,1.0
DLTZBSSY,./train/DLTZBSSY.ogg,0.0,1.0
OOLKCJGH,./train/OOLKCJGH.ogg,0.0,1.0
SPTPISXM,./train/SPTPISXM.ogg,1.0,0.0
ISZJJTFM,./train/ISZJJTFM.ogg,0.0,1.0
WICCNZUN,./train/WICCNZUN.ogg,0.0,1.0
OBUKYABE,./train/OBUKYABE.ogg,1.0,0.0
KJUTNXFB,./train/KJUTNXFB.ogg,1.0,0.0
RRXXGVXQ,./train/RRXXGVXQ.ogg,1.0,0.0
GVJMLITI,./train/GVJMLITI.ogg,1.0,0.0
ERSBCXAK,./train/ERSBCXAK.ogg,0.0,1.0
WFDGWNUL,./train/WFDGWNUL.ogg,0.0,1.0
KBTAPFGC,./train/KBTAPFGC.ogg,1.0,0.0
NXFUCNDH,./train/NXFUCNDH.ogg,1.0,0.0
AZFPMWUR,./train/AZFPMWUR.ogg,1.0,0.0
BNHDIWVH,./train/BNHDIWVH.ogg,1.0,0.0
VPTWYKLM,./train/VPTWYKLM.ogg,0.0,1.0
HGGKNZXK,./train/HGGKNZXK.ogg,1.0,0.0
OXXVUZVW,./train/OXXVUZVW.ogg,0.0,1.0
YPEMXPLV,./train/YPEMXPLV.ogg,0.0,1.0
AZMMDTCD,./train/AZMMDTCD.ogg,0.0,1.0
JKILLHCV,./train/JKILLHCV.ogg,1.0,0.0
MCFPWUPU,./train/MCFPWUPU.ogg,1.0,0.0
XTYBZSFV,./train/XTYBZSFV.ogg,0.0,1.0
ZMQYXYQK,./train/ZMQYXYQK.ogg,0.0,1.0
BYGQCZPX,./train/BYGQCZPX.ogg,0.0,1.0
FOJBYYHW,./train/FOJBYYHW.ogg,1.0,0.0
YBNJWOMD,./train/YBNJWOMD.ogg,1.0,0.0
ARKDKYMD,./train/ARKDKYMD.ogg,0.0,1.0
DPFWVRFQ,./train/DPFWVRFQ.ogg,1.0,0.0
KPSLBTZB,./train/KPSLBTZB.ogg,1.0,0.0
GJEOKTJC,./train/GJEOKTJC.ogg,0.0,1.0
BNLQZGBZ,./train/BNLQZGBZ.ogg,1.0,0.0
AQNAIBQB,./train/AQNAIBQB.ogg,1.0,0.0
EXZPFDAO,./train/EXZPFDAO.ogg,1.0,0.0
VVCHMVFJ,./train/VVCHMVFJ.ogg,0.0,1.0
NYVRPFWZ,./train/NYVRPFWZ.ogg,0.0,1.0
XEKGZTBD,./train/XEKGZTBD.ogg,1.0,0.0
FTBJTMNW,./train/FTBJTMNW.ogg,0.0,1.0
RWNYANOA,./train/RWNYANOA.ogg,0.0,1.0
FYXDIUSF,./train/FYXDIUSF.ogg,0.0,1.0
ORLTYEMA,./train/ORLTYEMA.ogg,0.0,1.0
OEOBKWNE,./train/OEOBKWNE.ogg,1.0,0.0
CJADHMUO,./train/CJADHMUO.ogg,1.0,0.0
QSXKSBPM,./train/QSXKSBPM.ogg,0.0,1.0
EUSPKTHC,./train/EUSPKTHC.ogg,1.0,0.0
BKJCRTPG,./train/BKJCRTPG.ogg,0.0,1.0
SKAUNEPU,./train/SKAUNEPU.ogg,1.0,0.0
ODVAAZEF,./train/ODVAAZEF.ogg,1.0,0.0
BZXVRSJU,./train/BZXVRSJU.ogg,0.0,1.0
KTSXKZHL,./train/KTSXKZHL.ogg,1.0,0.0
OMWKAYIQ,./train/OMWKAYIQ.ogg,1.0,0.0
SKQFZHQC,./train/SKQFZHQC.ogg,1.0,0.0
DLXLVTPV,./train/DLXLVTPV.ogg,0.0,1.0
PRGDZSZA,./train/PRGDZSZA.ogg,1.0,0.0
FWILEMMX,./train/FWILEMMX.ogg,0.0,1.0
MZCYQQFO,./train/MZCYQQFO.ogg,1.0,0.0
GCADMSPW,./train/GCADMSPW.ogg,1.0,0.0
EGRALVPY,./train/EGRALVPY.ogg,0.0,1.0
SJHQBVEY,./train/SJHQBVEY.ogg,1.0,0.0
RRUJBLNP,./train/RRUJBLNP.ogg,0.0,1.0
ZUWSZGNJ,./train/ZUWSZGNJ.ogg,0.0,1.0
WOAVSGUN,./train/WOAVSGUN.ogg,1.0,0.0
UDFMZDNS,./train/UDFMZDNS.ogg,0.0,1.0
ADVQXYIM,./train/ADVQXYIM.ogg,0.0,1.0
WZKFUDAQ,./train/WZKFUDAQ.ogg,1.0,0.0
QLRWESUA,./train/QLRWESUA.ogg,0.0,1.0
LAMPQMMY,./train/LAMPQMMY.ogg,1.0,0.0
BKPZXZBH,./train/BKPZXZBH.ogg,0.0,1.0
EAUUMXAE,./train/EAUUMXAE.ogg,0.0,1.0
RLSHERZI,./train/RLSHERZI.ogg,0.0,1.0
HEXDROAP,./train/HEXDROAP.ogg,1.0,0.0
PWLYRLAL,./train/PWLYRLAL.ogg,1.0,0.0
ZINOMPWR,./train/ZINOMPWR.ogg,1.0,0.0
HLBQULDW,./train/HLBQULDW.ogg,0.0,1.0
XFGCLLYY,./train/XFGCLLYY.ogg,1.0,0.0
LJEWVZJZ,./train/LJEWVZJZ.ogg,0.0,1.0
MZBKLUGP,./train/MZBKLUGP.ogg,0.0,1.0
VCGZQVTR,./train/VCGZQVTR.ogg,0.0,1.0
SKDTENEK,./train/SKDTENEK.ogg,0.0,1.0
TUTYIGGG,./train/TUTYIGGG.ogg,1.0,0.0
YHHDJQVM,./train/YHHDJQVM.ogg,1.0,0.0
OZNWHKYF,./train/OZNWHKYF.ogg,1.0,0.0
CSEXNVPO,./train/CSEXNVPO.ogg,0.0,1.0
YAUTGTBU,./train/YAUTGTBU.ogg,1.0,0.0
UNBTKJBL,./train/UNBTKJBL.ogg,0.0,1.0
XDIQEGYD,./train/XDIQEGYD.ogg,0.0,1.0
MWZOXYOF,./train/MWZOXYOF.ogg,0.0,1.0
VBFJHENP,./train/VBFJHENP.ogg,0.0,1.0
ETMJAACI,./train/ETMJAACI.ogg,0.0,1.0
ONLKEESP,./train/ONLKEESP.ogg,1.0,0.0
DXTIAGMS,./train/DXTIAGMS.ogg,1.0,0.0
KXTKBRCF,./train/KXTKBRCF.ogg,1.0,0.0
MYSSXZIG,./train/MYSSXZIG.ogg,1.0,0.0
RPWTITWI,./train/RPWTITWI.ogg,1.0,0.0
GGDDMFLR,./train/GGDDMFLR.ogg,0.0,1.0
NAIXPBIT,./train/NAIXPBIT.ogg,0.0,1.0
FGIQLJNK,./train/FGIQLJNK.ogg,0.0,1.0
HIVNVYES,./train/HIVNVYES.ogg,1.0,0.0
YQZAOPZC,./train/YQZAOPZC.ogg,0.0,1.0
KFOXYZFN,./train/KFOXYZFN.ogg,1.0,0.0
ARTKWEBF,./train/ARTKWEBF.ogg,0.0,1.0
GWULMDYS,./train/GWULMDYS.ogg,1.0,0.0
QWOJYIHE,./train/QWOJYIHE.ogg,1.0,0.0
RRHUDXIY,./train/RRHUDXIY.ogg,1.0,0.0
ANHEEVGU,./train/ANHEEVGU.ogg,0.0,1.0
UMFNKGRT,./train/UMFNKGRT.ogg,0.0,1.0
VFQWIEBZ,./train/VFQWIEBZ.ogg,1.0,0.0
YHUZAPJZ,./train/YHUZAPJZ.ogg,1.0,0.0
DZAENLIL,./train/DZAENLIL.ogg,1.0,0.0
ZEWUVZHJ,./train/ZEWUVZHJ.ogg,0.0,1.0
UHJEUHOI,./train/UHJEUHOI.ogg,0.0,1.0
EZHREGHB,./train/EZHREGHB.ogg,1.0,0.0
OUCUILJU,./train/OUCUILJU.ogg,1.0,0.0
HJWBHLWT,./train/HJWBHLWT.ogg,0.0,1.0
VWRZTHWF,./train/VWRZTHWF.ogg,1.0,0.0
NGZVZPGU,./train/NGZVZPGU.ogg,1.0,0.0
XTWELRIB,./train/XTWELRIB.ogg,0.0,1.0
CJUZLTZZ,./train/CJUZLTZZ.ogg,0.0,1.0
TDQFEJMA,./train/TDQFEJMA.ogg,1.0,0.0
WYYRYUQM,./train/WYYRYUQM.ogg,1.0,0.0
CTHGJSSR,./train/CTHGJSSR.ogg,1.0,0.0
LVZIVRKS,./train/LVZIVRKS.ogg,1.0,0.0
GYINBCFQ,./train/GYINBCFQ.ogg,0.0,1.0
YJCEHMVV,./train/YJCEHMVV.ogg,0.0,1.0
TKQGVSEZ,./train/TKQGVSEZ.ogg,0.0,1.0
TALCUWXE,./train/TALCUWXE.ogg,0.0,1.0
NQZEQEZE,./train/NQZEQEZE.ogg,0.0,1.0
RJSVXMJH,./train/RJSVXMJH.ogg,1.0,0.0
ZVNJJMDR,./train/ZVNJJMDR.ogg,0.0,1.0
HCLHPNPZ,./train/HCLHPNPZ.ogg,0.0,1.0
YTYSSKVV,./train/YTYSSKVV.ogg,0.0,1.0
QSBBNNFL,./train/QSBBNNFL.ogg,1.0,0.0
BCDHJPRH,./train/BCDHJPRH.ogg,1.0,0.0
IFJISZJB,./train/IFJISZJB.ogg,1.0,0.0
WOVTRZKN,./train/WOVTRZKN.ogg,0.0,1.0
MOAWPJAU,./train/MOAWPJAU.ogg,1.0,0.0
YTVVUJCR,./train/YTVVUJCR.ogg,0.0,1.0
NAFEYWTM,./train/NAFEYWTM.ogg,1.0,0.0
BYOBBDDN,./train/BYOBBDDN.ogg,1.0,0.0
EKBBYGXK,./train/EKBBYGXK.ogg,0.0,1.0
VLOCKFFK,./train/VLOCKFFK.ogg,0.0,1.0
KUWIMYBH,./train/KUWIMYBH.ogg,0.0,1.0
NLEOWDCI,./train/NLEOWDCI.ogg,0.0,1.0
GGVNXQMG,./train/GGVNXQMG.ogg,0.0,1.0
QNEKFJXE,./train/QNEKFJXE.ogg,1.0,0.0
CTWLOUTD,./train/CTWLOUTD.ogg,0.0,1.0
TBCZQUWJ,./train/TBCZQUWJ.ogg,1.0,0.0
KNNMICKS,./train/KNNMICKS.ogg,0.0,1.0
ICQSQZRQ,./train/ICQSQZRQ.ogg,1.0,0.0
LRRPTUOP,./train/LRRPTUOP.ogg,0.0,1.0
WWMNMDUE,./train/WWMNMDUE.ogg,1.0,0.0
QJCWMZMC,./train/QJCWMZMC.ogg,1.0,0.0
QWQVVWPH,./train/QWQVVWPH.ogg,0.0,1.0
ZJXVOHMS,./train/ZJXVOHMS.ogg,1.0,0.0
WGNRFSUN,./train/WGNRFSUN.ogg,0.0,1.0
KZIOHMCU,./train/KZIOHMCU.ogg,0.0,1.0
YEOHRYBO,./train/YEOHRYBO.ogg,0.0,1.0
IXDISHNY,./train/IXDISHNY.ogg,0.0,1.0
EWPKILKI,./train/EWPKILKI.ogg,1.0,0.0
DOMRLKGK,./train/DOMRLKGK.ogg,1.0,0.0
DAAPDOPX,./train/DAAPDOPX.ogg,0.0,1.0
AJKSMJPZ,./train/AJKSMJPZ.ogg,1.0,0.0
SUVXKPQB,./train/SUVXKPQB.ogg,1.0,0.0
HVZVGTOY,./train/HVZVGTOY.ogg,0.0,1.0
OGRTSNRM,./train/OGRTSNRM.ogg,1.0,0.0
RSJXPFGP,./train/RSJXPFGP.ogg,0.0,1.0
XNISNXAW,./train/XNISNXAW.ogg,1.0,0.0
HNNETWDX,./train/HNNETWDX.ogg,1.0,0.0
UJEVXMLD,./train/UJEVXMLD.ogg,0.0,1.0
RHQSDZNG,./train/RHQSDZNG.ogg,0.0,1.0
QBBHYXHA,./train/QBBHYXHA.ogg,0.0,1.0
AUIQFFDK,./train/AUIQFFDK.ogg,0.0,1.0
LBYYPDID,./train/LBYYPDID.ogg,1.0,0.0
RQCGLWDZ,./train/RQCGLWDZ.ogg,0.0,1.0
OVCCYBUI,./train/OVCCYBUI.ogg,1.0,0.0
BHXDWIRJ,./train/BHXDWIRJ.ogg,1.0,0.0
QUAIQCRF,./train/QUAIQCRF.ogg,1.0,0.0
LIFUXBYU,./train/LIFUXBYU.ogg,1.0,0.0
DYUFYFWK,./train/DYUFYFWK.ogg,0.0,1.0
ISWHXJPX,./train/ISWHXJPX.ogg,1.0,0.0
UHKZATWH,./train/UHKZATWH.ogg,1.0,0.0
LEDXGXIZ,./train/LEDXGXIZ.ogg,0.0,1.0
DXFLTRCA,./train/DXFLTRCA.ogg,1.0,0.0
JCOVXSQI,./train/JCOVXSQI.ogg,0.0,1.0
XNKBQMUQ,./train/XNKBQMUQ.ogg,0.0,1.0
CFQQYTVR,./train/CFQQYTVR.ogg,1.0,0.0
XKWPRUMV,./train/XKWPRUMV.ogg,1.0,0.0
ZBYTOQDP,./train/ZBYTOQDP.ogg,0.0,1.0
BZBLRTTO,./train/BZBLRTTO.ogg,1.0,0.0
QGSBKABC,./train/QGSBKABC.ogg,1.0,0.0
XNHIQFIP,./train/XNHIQFIP.ogg,1.0,0.0
UTZHBLVO,./train/UTZHBLVO.ogg,0.0,1.0
OFBUVWSP,./train/OFBUVWSP.ogg,0.0,1.0
XFPMOCVA,./train/XFPMOCVA.ogg,0.0,1.0
AGBAFONA,./train/AGBAFONA.ogg,0.0,1.0
NQNKGWVF,./train/NQNKGWVF.ogg,0.0,1.0
QWKYFFHL,./train/QWKYFFHL.ogg,1.0,0.0
XCPTQSFY,./train/XCPTQSFY.ogg,1.0,0.0
JJDCAIQU,./train/JJDCAIQU.ogg,1.0,0.0
DWZTXULJ,./train/DWZTXULJ.ogg,1.0,0.0
LFKNJEHB,./train/LFKNJEHB.ogg,1.0,0.0
QSIUKEVL,./train/QSIUKEVL.ogg,1.0,0.0
LYUQOESN,./train/LYUQOESN.ogg,1.0,0.0
TUUAXQDT,./train/TUUAXQDT.ogg,1.0,0.0
SXRHPSOO,./train/SXRHPSOO.ogg,0.0,1.0
STNQLIZS,./train/STNQLIZS.ogg,0.0,1.0
LMBZRKQO,./train/LMBZRKQO.ogg,1.0,0.0
GGVJKAHH,./train/GGVJKAHH.ogg,0.0,1.0
JJFHKRWQ,./train/JJFHKRWQ.ogg,0.0,1.0
SDIOMQWW,./train/SDIOMQWW.ogg,1.0,0.0
EBCIUTRS,./train/EBCIUTRS.ogg,0.0,1.0
BURDJBWE,./train/BURDJBWE.ogg,1.0,0.0
ZQTFLDXZ,./train/ZQTFLDXZ.ogg,0.0,1.0
MXDBXVQP,./train/MXDBXVQP.ogg,0.0,1.0
ASOLBACE,./train/ASOLBACE.ogg,1.0,0.0
FMHHFNKO,./train/FMHHFNKO.ogg,0.0,1.0
GHHYMLXF,./train/GHHYMLXF.ogg,0.0,1.0
UGZZBMUI,./train/UGZZBMUI.ogg,0.0,1.0
EWWLJDVN,./train/EWWLJDVN.ogg,1.0,0.0
BZSZUAGV,./train/BZSZUAGV.ogg,1.0,0.0
GWRIWIOE,./train/GWRIWIOE.ogg,0.0,1.0
BBDAQBOU,./train/BBDAQBOU.ogg,0.0,1.0
FDIITBBP,./train/FDIITBBP.ogg,1.0,0.0
QWSFPKDW,./train/QWSFPKDW.ogg,1.0,0.0
YAFOLJYY,./train/YAFOLJYY.ogg,1.0,0.0
TSGGUZHG,./train/TSGGUZHG.ogg,0.0,1.0
EJMZNOXO,./train/EJMZNOXO.ogg,1.0,0.0
TGLMTLMT,./train/TGLMTLMT.ogg,1.0,0.0
YRUFJCYC,./train/YRUFJCYC.ogg,0.0,1.0
ASPXKYZK,./train/ASPXKYZK.ogg,0.0,1.0
JFZPGZZQ,./train/JFZPGZZQ.ogg,0.0,1.0
RKKKMVUY,./train/RKKKMVUY.ogg,0.0,1.0
TGDTJUNH,./train/TGDTJUNH.ogg,0.0,1.0
FGXJNJHC,./train/FGXJNJHC.ogg,1.0,0.0
ZOLAYBRC,./train/ZOLAYBRC.ogg,0.0,1.0
QPTXSIND,./train/QPTXSIND.ogg,1.0,0.0
BSXOPCZF,./train/BSXOPCZF.ogg,0.0,1.0
LNQUWIGG,./train/LNQUWIGG.ogg,0.0,1.0
MICKLCIP,./train/MICKLCIP.ogg,0.0,1.0
OQANOLJI,./train/OQANOLJI.ogg,1.0,0.0
XCZKKAIK,./train/XCZKKAIK.ogg,1.0,0.0
QICRODTF,./train/QICRODTF.ogg,1.0,0.0
YMDIKZBW,./train/YMDIKZBW.ogg,1.0,0.0
OPQHIVYK,./train/OPQHIVYK.ogg,1.0,0.0
PWXTEMKK,./train/PWXTEMKK.ogg,0.0,1.0
BPPMVRNC,./train/BPPMVRNC.ogg,1.0,0.0
JECUPIAR,./train/JECUPIAR.ogg,0.0,1.0
VIWYEIBW,./train/VIWYEIBW.ogg,1.0,0.0
QZDNEYBJ,./train/QZDNEYBJ.ogg,1.0,0.0
DOYTONAT,./train/DOYTONAT.ogg,1.0,0.0
HOGAPXXL,./train/HOGAPXXL.ogg,1.0,0.0
FQBDLKZP,./train/FQBDLKZP.ogg,0.0,1.0
NRNLCRDC,./train/NRNLCRDC.ogg,1.0,0.0
HULNURQL,./train/HULNURQL.ogg,0.0,1.0
JUIWQRWA,./train/JUIWQRWA.ogg,0.0,1.0
FYVTXOLR,./train/FYVTXOLR.ogg,1.0,0.0
CCFMBHFB,./train/CCFMBHFB.ogg,1.0,0.0
HSAKWKVI,./train/HSAKWKVI.ogg,1.0,0.0
UWGCNFOP,./train/UWGCNFOP.ogg,0.0,1.0
PMGQMDAV,./train/PMGQMDAV.ogg,0.0,1.0
KREDBMTI,./train/KREDBMTI.ogg,1.0,0.0
BDOWCIRH,./train/BDOWCIRH.ogg,0.0,1.0
JEOKWPZX,./train/JEOKWPZX.ogg,0.0,1.0
XVMOFYXW,./train/XVMOFYXW.ogg,0.0,1.0
YTWPPXWF,./train/YTWPPXWF.ogg,1.0,0.0
UXMVBUXE,./train/UXMVBUXE.ogg,0.0,1.0
KKPJARWV,./train/KKPJARWV.ogg,0.0,1.0
JZQCXVDK,./train/JZQCXVDK.ogg,1.0,0.0
YJQCIYBU,./train/YJQCIYBU.ogg,1.0,0.0
QIRVIJQX,./train/QIRVIJQX.ogg,0.0,1.0
LTKBVWJQ,./train/LTKBVWJQ.ogg,0.0,1.0
FDBBQEEL,./train/FDBBQEEL.ogg,0.0,1.0
OLQMLZXR,./train/OLQMLZXR.ogg,1.0,0.0
JTTJIQGO,./train/JTTJIQGO.ogg,1.0,0.0
NXTWRIJY,./train/NXTWRIJY.ogg,0.0,1.0
RHGFIISJ,./train/RHGFIISJ.ogg,1.0,0.0
NAZMOKAC,./train/NAZMOKAC.ogg,0.0,1.0
IOTMQFKA,./train/IOTMQFKA.ogg,0.0,1.0
ELKURNQV,./train/ELKURNQV.ogg,1.0,0.0
AGVMGXSE,./train/AGVMGXSE.ogg,0.0,1.0
YCVCQKZF,./train/YCVCQKZF.ogg,1.0,0.0
UXPBBCAW,./train/UXPBBCAW.ogg,1.0,0.0
CHPBKMPB,./train/CHPBKMPB.ogg,0.0,1.0
WDPHBWRI,./train/WDPHBWRI.ogg,1.0,0.0
PMOBLBFU,./train/PMOBLBFU.ogg,1.0,0.0
ZKBXPRMK,./train/ZKBXPRMK.ogg,1.0,0.0
FOQIQVBK,./train/FOQIQVBK.ogg,0.0,1.0
IWDVRTUA,./train/IWDVRTUA.ogg,1.0,0.0
PRGXSUPZ,./train/PRGXSUPZ.ogg,0.0,1.0
KACRLFDZ,./train/KACRLFDZ.ogg,1.0,0.0
NQGLHHWA,./train/NQGLHHWA.ogg,1.0,0.0
EKRFWHZA,./train/EKRFWHZA.ogg,0.0,1.0
EAMDDSCI,./train/EAMDDSCI.ogg,0.0,1.0
YGHQCHTQ,./train/YGHQCHTQ.ogg,0.0,1.0
PFDJJJNI,./train/PFDJJJNI.ogg,0.0,1.0
NLIPXOKA,./train/NLIPXOKA.ogg,1.0,0.0
LIIAQVAY,./train/LIIAQVAY.ogg,0.0,1.0
HWDCARKV,./train/HWDCARKV.ogg,1.0,0.0
ZOVSHHKR,./train/ZOVSHHKR.ogg,0.0,1.0
CTNFOBKG,./train/CTNFOBKG.ogg,0.0,1.0
ZHEEXLIH,./train/ZHEEXLIH.ogg,0.0,1.0
XGDAKPYW,./train/XGDAKPYW.ogg,0.0,1.0
MRTEZHQW,./train/MRTEZHQW.ogg,1.0,0.0
ITQRVWES,./train/ITQRVWES.ogg,0.0,1.0
VOIFISNA,./train/VOIFISNA.ogg,0.0,1.0
IRXFXIUF,./train/IRXFXIUF.ogg,0.0,1.0
FZRIQUCU,./train/FZRIQUCU.ogg,0.0,1.0
JRCPDFJL,./train/JRCPDFJL.ogg,0.0,1.0
JRSAEGOF,./train/JRSAEGOF.ogg,0.0,1.0
UOADOJHD,./train/UOADOJHD.ogg,0.0,1.0
ZIVVHBRS,./train/ZIVVHBRS.ogg,0.0,1.0
RMXDXBUF,./train/RMXDXBUF.ogg,0.0,1.0
UGUTBGMZ,./train/UGUTBGMZ.ogg,1.0,0.0
AKEEKPEY,./train/AKEEKPEY.ogg,1.0,0.0
HDWQCUIE,./train/HDWQCUIE.ogg,0.0,1.0
VMZYGXSU,./train/VMZYGXSU.ogg,1.0,0.0
HBJBQDZP,./train/HBJBQDZP.ogg,1.0,0.0
GEOHBTYE,./train/GEOHBTYE.ogg,0.0,1.0
VWEGZBKA,./train/VWEGZBKA.ogg,1.0,0.0
XSLYNYDB,./train/XSLYNYDB.ogg,1.0,0.0
QYIPEYMA,./train/QYIPEYMA.ogg,1.0,0.0
BQMOITYA,./train/BQMOITYA.ogg,0.0,1.0
BVHWIQVM,./train/BVHWIQVM.ogg,1.0,0.0
KTGVEPLJ,./train/KTGVEPLJ.ogg,0.0,1.0
YOGJRNWA,./train/YOGJRNWA.ogg,0.0,1.0
MFCRZWBH,./train/MFCRZWBH.ogg,1.0,0.0
DEYFZGBP,./train/DEYFZGBP.ogg,0.0,1.0
LIXSSBLK,./train/LIXSSBLK.ogg,1.0,0.0
YHOMMWQJ,./train/YHOMMWQJ.ogg,0.0,1.0
JTHUJHWZ,./train/JTHUJHWZ.ogg,0.0,1.0
